Entry	Gene names	Transmembrane
Q8IVB4	SLC9A9 NHE9 Nbla00118	TRANSMEM 21 41 Helical. {ECO:0000255}.; TRANSMEM 46 66 Helical. {ECO:0000255}.; TRANSMEM 127 147 Helical. {ECO:0000255}.; TRANSMEM 165 185 Helical. {ECO:0000255}.; TRANSMEM 204 224 Helical. {ECO:0000255}.; TRANSMEM 236 256 Helical. {ECO:0000255}.; TRANSMEM 278 298 Helical. {ECO:0000255}.; TRANSMEM 302 322 Helical. {ECO:0000255}.; TRANSMEM 323 343 Helical. {ECO:0000255}.; TRANSMEM 365 385 Helical. {ECO:0000255}.; TRANSMEM 387 407 Helical. {ECO:0000255}.; TRANSMEM 430 450 Helical. {ECO:0000255}.; TRANSMEM 466 486 Helical. {ECO:0000255}.
Q86UD5	SLC9B2 NHA2 NHEDC2	TRANSMEM 87 107 Helical. {ECO:0000255}.; TRANSMEM 115 135 Helical. {ECO:0000255}.; TRANSMEM 136 156 Helical. {ECO:0000255}.; TRANSMEM 209 229 Helical. {ECO:0000255}.; TRANSMEM 235 255 Helical. {ECO:0000255}.; TRANSMEM 266 286 Helical. {ECO:0000255}.; TRANSMEM 307 327 Helical. {ECO:0000255}.; TRANSMEM 341 361 Helical. {ECO:0000255}.; TRANSMEM 363 383 Helical. {ECO:0000255}.; TRANSMEM 388 408 Helical. {ECO:0000255}.; TRANSMEM 425 445 Helical. {ECO:0000255}.; TRANSMEM 493 513 Helical. {ECO:0000255}.
Q4G0N8	SLC9C1 SLC9A10	TRANSMEM 8 28 Helical. {ECO:0000255}.; TRANSMEM 39 59 Helical. {ECO:0000255}.; TRANSMEM 73 93 Helical. {ECO:0000255}.; TRANSMEM 103 123 Helical. {ECO:0000255}.; TRANSMEM 138 158 Helical. {ECO:0000255}.; TRANSMEM 167 187 Helical. {ECO:0000255}.; TRANSMEM 204 224 Helical. {ECO:0000255}.; TRANSMEM 248 268 Helical. {ECO:0000255}.; TRANSMEM 301 321 Helical. {ECO:0000255}.; TRANSMEM 333 353 Helical. {ECO:0000255}.; TRANSMEM 364 384 Helical. {ECO:0000255}.; TRANSMEM 405 425 Helical. {ECO:0000255}.; TRANSMEM 613 633 Helical. {ECO:0000255}.; TRANSMEM 646 666 Helical. {ECO:0000255}.; TRANSMEM 675 695 Helical. {ECO:0000255}.; TRANSMEM 707 727 Helical. {ECO:0000255}.
Q5TAH2	SLC9C2 SLC9A11	TRANSMEM 25 45 Helical. {ECO:0000255}.; TRANSMEM 52 72 Helical. {ECO:0000255}.; TRANSMEM 90 110 Helical. {ECO:0000255}.; TRANSMEM 120 140 Helical. {ECO:0000255}.; TRANSMEM 179 199 Helical. {ECO:0000255}.; TRANSMEM 224 244 Helical. {ECO:0000255}.; TRANSMEM 254 274 Helical. {ECO:0000255}.; TRANSMEM 305 325 Helical. {ECO:0000255}.; TRANSMEM 335 355 Helical. {ECO:0000255}.; TRANSMEM 372 392 Helical. {ECO:0000255}.; TRANSMEM 405 425 Helical. {ECO:0000255}.; TRANSMEM 612 632 Helical. {ECO:0000255}.; TRANSMEM 641 661 Helical. {ECO:0000255}.; TRANSMEM 674 694 Helical. {ECO:0000255}.; TRANSMEM 706 726 Helical. {ECO:0000255}.
Q9P0V8	SLAMF8 BLAME	TRANSMEM 234 254 Helical. {ECO:0000255}.
Q96A28	SLAMF9 CD2F10 UNQ1938/PRO4421	TRANSMEM 237 257 Helical. {ECO:0000255}.
Q147U7	SMCO1 C3orf43	TRANSMEM 65 81 Helical. {ECO:0000255}.
A2RU48	SMCO3 C12orf69	TRANSMEM 155 175 Helical. {ECO:0000255}.
B2RUZ4	SMIM1	TRANSMEM 47 67 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q8WVI0	SMIM4 C3orf78	TRANSMEM 20 41 Helical. {ECO:0000255}.
Q96KF7	SMIM8 C6orf162 DC18	TRANSMEM 48 70 Helical. {ECO:0000255}.
Q5TF21	SOGA3 C6orf174	TRANSMEM 915 935 Helical. {ECO:0000255}.
Q9Y6A9	SPCS1 SPC12 HSPC033	TRANSMEM 27 47 Helical. {ECO:0000255}.; TRANSMEM 49 69 Helical. {ECO:0000255}.
Q9H2V7	SPNS1 SPIN1 PP20300	TRANSMEM 50 70 Helical. {ECO:0000255}.; TRANSMEM 98 118 Helical. {ECO:0000255}.; TRANSMEM 127 147 Helical. {ECO:0000255}.; TRANSMEM 160 180 Helical. {ECO:0000255}.; TRANSMEM 187 207 Helical. {ECO:0000255}.; TRANSMEM 218 238 Helical. {ECO:0000255}.; TRANSMEM 278 298 Helical. {ECO:0000255}.; TRANSMEM 323 343 Helical. {ECO:0000255}.; TRANSMEM 357 377 Helical. {ECO:0000255}.; TRANSMEM 381 401 Helical. {ECO:0000255}.; TRANSMEM 421 441 Helical. {ECO:0000255}.; TRANSMEM 465 485 Helical. {ECO:0000255}.
Q6ZMD2	SPNS3	TRANSMEM 50 70 Helical. {ECO:0000255}.; TRANSMEM 84 104 Helical. {ECO:0000255}.; TRANSMEM 112 132 Helical. {ECO:0000255}.; TRANSMEM 145 165 Helical. {ECO:0000255}.; TRANSMEM 173 193 Helical. {ECO:0000255}.; TRANSMEM 204 224 Helical. {ECO:0000255}.; TRANSMEM 260 280 Helical. {ECO:0000255}.; TRANSMEM 309 329 Helical. {ECO:0000255}.; TRANSMEM 343 365 Helical. {ECO:0000255}.; TRANSMEM 377 397 Helical. {ECO:0000255}.; TRANSMEM 411 431 Helical. {ECO:0000255}.; TRANSMEM 450 470 Helical. {ECO:0000255}.
Q9BR10	SPATA25 C20orf165 TSG23	TRANSMEM 152 172 Helical. {ECO:0000255}.
O15269	SPTLC1 LCB1	TRANSMEM 16 36 Helical. {ECO:0000255}.
O15270	SPTLC2 KIAA0526 LCB2	TRANSMEM 67 87 Helical. {ECO:0000255}.
Q9NUV7	SPTLC3 C20orf38 SPTLC2L	TRANSMEM 59 79 Helical. {ECO:0000255}.
Q969W0	SPTSSA C14orf147 SSSPTA	TRANSMEM 13 29 Helical. {ECO:0000255}.; TRANSMEM 35 57 Helical. {ECO:0000255}.
Q8NFR3	SPTSSB ADMP C3orf57 SSSPTB	TRANSMEM 12 29 Helical. {ECO:0000255}.; TRANSMEM 37 57 Helical. {ECO:0000255}.
Q96LT4	SAMD8	TRANSMEM 153 173 Helical. {ECO:0000255}.; TRANSMEM 201 221 Helical. {ECO:0000255}.; TRANSMEM 232 252 Helical. {ECO:0000255}.; TRANSMEM 277 297 Helical. {ECO:0000255}.; TRANSMEM 322 342 Helical. {ECO:0000255}.; TRANSMEM 347 367 Helical. {ECO:0000255}.
Q96BY9	SARAF TMEM66 XTP3 HSPC035 NPD003 PSEC0019 UNQ1967/PRO4499	TRANSMEM 174 194 Helical. {ECO:0000255}.
Q9Y289	SLC5A6 SMVT	TRANSMEM 24 44 Helical. {ECO:0000255}.; TRANSMEM 68 88 Helical. {ECO:0000255}.; TRANSMEM 101 121 Helical. {ECO:0000255}.; TRANSMEM 143 163 Helical. {ECO:0000255}.; TRANSMEM 176 196 Helical. {ECO:0000255}.; TRANSMEM 199 219 Helical. {ECO:0000255}.; TRANSMEM 256 276 Helical. {ECO:0000255}.; TRANSMEM 297 317 Helical. {ECO:0000255}.; TRANSMEM 336 356 Helical. {ECO:0000255}.; TRANSMEM 396 416 Helical. {ECO:0000255}.; TRANSMEM 428 448 Helical. {ECO:0000255}.; TRANSMEM 456 476 Helical. {ECO:0000255}.; TRANSMEM 528 548 Helical. {ECO:0000255}.
O75845	SC5D SC5DL	TRANSMEM 32 52 Helical. {ECO:0000255}.; TRANSMEM 79 99 Helical. {ECO:0000255}.; TRANSMEM 117 137 Helical. {ECO:0000255}.; TRANSMEM 186 206 Helical. {ECO:0000255}.
P30531	SLC6A1 GABATR GABT1 GAT1	TRANSMEM 53 73 Helical; Name=1. {ECO:0000255}.; TRANSMEM 81 100 Helical; Name=2. {ECO:0000255}.; TRANSMEM 124 144 Helical; Name=3. {ECO:0000255}.; TRANSMEM 212 230 Helical; Name=4. {ECO:0000255}.; TRANSMEM 239 256 Helical; Name=5. {ECO:0000255}.; TRANSMEM 292 309 Helical; Name=6. {ECO:0000255}.; TRANSMEM 321 342 Helical; Name=7. {ECO:0000255}.; TRANSMEM 375 394 Helical; Name=8. {ECO:0000255}.; TRANSMEM 422 440 Helical; Name=9. {ECO:0000255}.; TRANSMEM 457 477 Helical; Name=10. {ECO:0000255}.; TRANSMEM 498 517 Helical; Name=11. {ECO:0000255}.; TRANSMEM 536 554 Helical; Name=12. {ECO:0000255}.
Q9Y345	SLC6A5 GLYT2 NET1	TRANSMEM 200 220 Helical; Name=1. {ECO:0000255}.; TRANSMEM 228 247 Helical; Name=2. {ECO:0000255}.; TRANSMEM 271 291 Helical; Name=3. {ECO:0000255}.; TRANSMEM 394 412 Helical; Name=4. {ECO:0000255}.; TRANSMEM 421 438 Helical; Name=5. {ECO:0000255}.; TRANSMEM 474 491 Helical; Name=6. {ECO:0000255}.; TRANSMEM 503 524 Helical; Name=7. {ECO:0000255}.; TRANSMEM 557 576 Helical; Name=8. {ECO:0000255}.; TRANSMEM 604 622 Helical; Name=9. {ECO:0000255}.; TRANSMEM 638 658 Helical; Name=10. {ECO:0000255}.; TRANSMEM 679 698 Helical; Name=11. {ECO:0000255}.; TRANSMEM 717 735 Helical; Name=12. {ECO:0000255}.
Q99884	SLC6A7 PROT	TRANSMEM 46 66 Helical; Name=1. {ECO:0000255}.; TRANSMEM 74 93 Helical; Name=2. {ECO:0000255}.; TRANSMEM 117 137 Helical; Name=3. {ECO:0000255}.; TRANSMEM 215 233 Helical; Name=4. {ECO:0000255}.; TRANSMEM 242 259 Helical; Name=5. {ECO:0000255}.; TRANSMEM 295 312 Helical; Name=6. {ECO:0000255}.; TRANSMEM 324 345 Helical; Name=7. {ECO:0000255}.; TRANSMEM 378 397 Helical; Name=8. {ECO:0000255}.; TRANSMEM 425 443 Helical; Name=9. {ECO:0000255}.; TRANSMEM 459 479 Helical; Name=10. {ECO:0000255}.; TRANSMEM 500 519 Helical; Name=11. {ECO:0000255}.; TRANSMEM 538 556 Helical; Name=12. {ECO:0000255}.
O15126	SCAMP1 SCAMP	TRANSMEM 156 176 Helical. {ECO:0000255}.; TRANSMEM 182 202 Helical. {ECO:0000255}.; TRANSMEM 219 239 Helical. {ECO:0000255}.; TRANSMEM 262 282 Helical. {ECO:0000255}.
Q969E2	SCAMP4	TRANSMEM 40 60 Helical. {ECO:0000255}.; TRANSMEM 61 81 Helical. {ECO:0000255}.; TRANSMEM 105 125 Helical. {ECO:0000255}.; TRANSMEM 149 169 Helical. {ECO:0000255}.
Q8TAC9	SCAMP5	TRANSMEM 40 60 Helical. {ECO:0000255}.; TRANSMEM 68 88 Helical. {ECO:0000255}.; TRANSMEM 103 125 Helical. {ECO:0000255}.; TRANSMEM 149 169 Helical. {ECO:0000255}.
Q12770	SCAP KIAA0199 PSEC0227	TRANSMEM 19 39 Helical; Name=1. {ECO:0000255}.; TRANSMEM 280 300 Helical; Name=2. {ECO:0000255}.; TRANSMEM 313 333 Helical; Name=3. {ECO:0000255}.; TRANSMEM 345 365 Helical; Name=4. {ECO:0000255}.; TRANSMEM 402 422 Helical; Name=5. {ECO:0000255}.; TRANSMEM 424 444 Helical; Name=6. {ECO:0000255}.; TRANSMEM 519 539 Helical; Name=7. {ECO:0000255}.; TRANSMEM 710 730 Helical; Name=8. {ECO:0000255}.
Q6AZY7	SCARA3 CSR	TRANSMEM 57 77 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q6UWF3	SCIMP C17orf87 UNQ5783/PRO16090	TRANSMEM 19 39 Helical. {ECO:0000255}.
Q6NUK1	SLC25A24 APC1 MCSC1 SCAMC1	TRANSMEM 198 215 Helical; Name=1. {ECO:0000255}.; TRANSMEM 253 272 Helical; Name=2. {ECO:0000255}.; TRANSMEM 296 309 Helical; Name=3. {ECO:0000255}.; TRANSMEM 346 365 Helical; Name=4. {ECO:0000255}.; TRANSMEM 389 406 Helical; Name=5. {ECO:0000255}.; TRANSMEM 446 465 Helical; Name=6. {ECO:0000255}.
Q8WTV0	SCARB1 CD36L1 CLA1	TRANSMEM 12 32 Helical. {ECO:0000255}.; TRANSMEM 444 464 Helical. {ECO:0000255}.
Q12981	BNIP1 NIP1 SEC20L TRG8	TRANSMEM 200 220 Helical; Anchor for type IV membrane protein. {ECO:0000255}.
Q9H2E6	SEMA6A KIAA1368 SEMAQ	TRANSMEM 650 670 Helical. {ECO:0000255}.
Q9H3T2	SEMA6C KIAA1869 SEMAY	TRANSMEM 605 625 Helical. {ECO:0000255}.
Q96SA4	SERINC2 TDE2L FKSG84 UNQ263/PRO300	TRANSMEM 5 27 Helical. {ECO:0000255}.; TRANSMEM 40 57 Helical. {ECO:0000255}.; TRANSMEM 96 118 Helical. {ECO:0000255}.; TRANSMEM 131 150 Helical. {ECO:0000255}.; TRANSMEM 160 182 Helical. {ECO:0000255}.; TRANSMEM 202 224 Helical. {ECO:0000255}.; TRANSMEM 239 256 Helical. {ECO:0000255}.; TRANSMEM 268 290 Helical. {ECO:0000255}.; TRANSMEM 317 339 Helical. {ECO:0000255}.; TRANSMEM 385 407 Helical. {ECO:0000255}.; TRANSMEM 422 444 Helical. {ECO:0000255}.
Q13530	SERINC3 DIFF33 TDE1 SBBI99	TRANSMEM 97 117 Helical. {ECO:0000255}.; TRANSMEM 133 153 Helical. {ECO:0000255}.; TRANSMEM 160 180 Helical. {ECO:0000255}.; TRANSMEM 204 224 Helical. {ECO:0000255}.; TRANSMEM 240 260 Helical. {ECO:0000255}.; TRANSMEM 330 350 Helical. {ECO:0000255}.; TRANSMEM 407 427 Helical. {ECO:0000255}.; TRANSMEM 447 467 Helical. {ECO:0000255}.
A6NH21	SERINC4	TRANSMEM 59 79 Helical. {ECO:0000255}.; TRANSMEM 122 142 Helical. {ECO:0000255}.; TRANSMEM 153 173 Helical. {ECO:0000255}.; TRANSMEM 184 204 Helical. {ECO:0000255}.; TRANSMEM 222 242 Helical. {ECO:0000255}.; TRANSMEM 259 279 Helical. {ECO:0000255}.; TRANSMEM 286 306 Helical. {ECO:0000255}.; TRANSMEM 338 357 Helical. {ECO:0000255}.; TRANSMEM 427 447 Helical. {ECO:0000255}.; TRANSMEM 470 490 Helical. {ECO:0000255}.
Q8N6R1	SERP2 C13orf21	TRANSMEM 38 58 Helical; Anchor for type IV membrane protein. {ECO:0000255}.
A0PJX4	SHISA3	TRANSMEM 99 119 Helical. {ECO:0000255}.
Q6ZSJ9	SHISA6	TRANSMEM 175 195 Helical. {ECO:0000255}.
A6NL88	SHISA7	TRANSMEM 187 207 Helical. {ECO:0000255}.
B8ZZ34	SHISA8 C22orf17	TRANSMEM 139 159 Helical. {ECO:0000255}.
B4DS77	SHISA9	TRANSMEM 150 170 Helical. {ECO:0000255}.
Q3SXP7	SHISAL1 KIAA1644	TRANSMEM 98 118 Helical. {ECO:0000255}.
Q9NSC7	ST6GALNAC1 SIAT7A UNQ543/PRO848	TRANSMEM 15 35 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q9UJ37	ST6GALNAC2 SIAT7B SIATL1 STHM	TRANSMEM 8 28 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q8NDV1	ST6GALNAC3 SIAT7C UNQ2787/PRO7177	TRANSMEM 9 28 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q969X2	ST6GALNAC6 SIAT7F UNQ708/PRO1359	TRANSMEM 44 64 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q92185	ST8SIA1 SIAT8 SIAT8A	TRANSMEM 30 48 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
O43173	ST8SIA3 SIAT8C	TRANSMEM 10 33 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
O15466	ST8SIA5 SIAT8E	TRANSMEM 18 38 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
P61647	ST8SIA6 SIAT8F	TRANSMEM 4 24 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
P15907	ST6GAL1 SIAT1	TRANSMEM 10 26 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q9UNP4	ST3GAL5 SIAT9 UNQ2510/PRO5998	TRANSMEM 62 82 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q96LC7	SIGLEC10 SLG2 UNQ477/PRO940	TRANSMEM 551 571 Helical. {ECO:0000255}.
Q96RL6	SIGLEC11 UNQ9222/PRO28718	TRANSMEM 562 584 Helical. {ECO:0000255}.
Q08ET2	SIGLEC14 UNQ294/PRO333	TRANSMEM 359 381 Helical. {ECO:0000255}.
Q6ZMC9	SIGLEC15 CD33L3	TRANSMEM 264 284 Helical. {ECO:0000255}.
Q8NCU8	SMIM37 LINC00116 NCRNA00116	TRANSMEM 91 107 Helical. {ECO:0000255}.
O00241	SIRPB1	TRANSMEM 372 392 Helical. {ECO:0000255}.
Q5JXA9	SIRPB2 PTPN1L PTPNS1L3	TRANSMEM 288 308 Helical. {ECO:0000255}.
Q9Y3P8	SIT1 SIT	TRANSMEM 41 61 Helical. {ECO:0000255}.
Q9UBY0	SLC9A2 NHE2	TRANSMEM 107 127 Helical; Name=C/M3. {ECO:0000255}.; TRANSMEM 139 159 Helical; Name=D/M4. {ECO:0000255}.; TRANSMEM 169 189 Helical; Name=E/M5. {ECO:0000255}.; TRANSMEM 209 229 Helical; Name=F/M5A. {ECO:0000255}.; TRANSMEM 237 257 Helical; Name=G/M5B. {ECO:0000255}.; TRANSMEM 278 298 Helical; Name=H/M6. {ECO:0000255}.; TRANSMEM 308 328 Helical; Name=I/M7. {ECO:0000255}.; TRANSMEM 361 381 Helical; Name=J/M8. {ECO:0000255}.; TRANSMEM 392 412 Helical; Name=K/M9. {ECO:0000255}.; TRANSMEM 459 479 Helical; Name=M13. {ECO:0000255}.
Q53EL9	SEZ6	TRANSMEM 926 946 Helical. {ECO:0000255}.
Q8WV19	SFT2D1 C6orf83	TRANSMEM 37 57 Helical; Name=1. {ECO:0000255}.; TRANSMEM 63 83 Helical; Name=2. {ECO:0000255}.; TRANSMEM 98 118 Helical; Name=3. {ECO:0000255}.; TRANSMEM 123 143 Helical; Name=4. {ECO:0000255}.
Q587I9	SFT2D3	TRANSMEM 83 103 Helical; Name=1. {ECO:0000255}.; TRANSMEM 108 128 Helical; Name=2. {ECO:0000255}.; TRANSMEM 143 163 Helical; Name=3. {ECO:0000255}.; TRANSMEM 167 187 Helical; Name=4. {ECO:0000255}.
P58511	SMIM11A C21orf51 FAM165B SMIM11	TRANSMEM 10 32 Helical. {ECO:0000255}.
Q96JF0	ST6GAL2 KIAA1877 SIAT2	TRANSMEM 12 32 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q96PQ1	SIGLEC12 SIGLECL1 SLG UNQ9215/PRO34042	TRANSMEM 482 502 Helical. {ECO:0000255}.
Q8N7X8	SIGLECL1 C19orf75	TRANSMEM 118 138 Helical. {ECO:0000255}.
O15389	SIGLEC5 CD33L2 OBBP2	TRANSMEM 442 462 Helical. {ECO:0000255}.
Q9Y286	SIGLEC7 AIRM1	TRANSMEM 354 376 Helical. {ECO:0000255}.
Q9NYZ4	SIGLEC8 SAF2	TRANSMEM 364 384 Helical. {ECO:0000255}.
Q96HG1	SMIM10 CXorf69	TRANSMEM 64 82 Helical. {ECO:0000255}.
A0A096LP01	SMIM26	TRANSMEM 13 35 Helical. {ECO:0000255}.
A4D0T7	SMIM30	TRANSMEM 30 50 Helical. {ECO:0000255}.
A0A1B0GUA5	SMIM32	TRANSMEM 55 75 Helical. {ECO:0000255}.
Q9P1W8	SIRPG SIRPB2	TRANSMEM 361 383 Helical. {ECO:0000255}.
Q71RC9	SMIM5 C17orf109	TRANSMEM 32 52 Helical. {ECO:0000255}.
Q9BQ49	SMIM7 C19orf42	TRANSMEM 54 74 Helical. {ECO:0000255}.
Q99835	SMO SMOH	TRANSMEM 234 254 Helical; Name=1. {ECO:0000255}.; TRANSMEM 263 283 Helical; Name=2. {ECO:0000255}.; TRANSMEM 315 335 Helical; Name=3. {ECO:0000255}.; TRANSMEM 359 379 Helical; Name=4. {ECO:0000255}.; TRANSMEM 403 423 Helical; Name=5. {ECO:0000255}.; TRANSMEM 452 472 Helical; Name=6. {ECO:0000255}.; TRANSMEM 525 545 Helical; Name=7. {ECO:0000255}.
O43759	SYNGR1	TRANSMEM 24 44 Helical. {ECO:0000255}.; TRANSMEM 72 92 Helical. {ECO:0000255}.; TRANSMEM 104 124 Helical. {ECO:0000255}.; TRANSMEM 149 169 Helical. {ECO:0000255}.
O43760	SYNGR2 UNQ352/PRO615	TRANSMEM 26 46 Helical. {ECO:0000255}.; TRANSMEM 73 93 Helical. {ECO:0000255}.; TRANSMEM 105 125 Helical. {ECO:0000255}.; TRANSMEM 147 167 Helical. {ECO:0000255}.
O75324	SNN	TRANSMEM 11 31 Helical. {ECO:0000255}.
P46721	SLCO1A2 OATP OATP1 OATP1A2 SLC21A3	TRANSMEM 21 40 Helical; Name=1. {ECO:0000255}.; TRANSMEM 60 80 Helical; Name=2. {ECO:0000255}.; TRANSMEM 87 111 Helical; Name=3. {ECO:0000255}.; TRANSMEM 156 184 Helical; Name=4. {ECO:0000255}.; TRANSMEM 204 224 Helical; Name=5. {ECO:0000255}.; TRANSMEM 243 267 Helical; Name=6. {ECO:0000255}.; TRANSMEM 312 333 Helical; Name=7. {ECO:0000255}.; TRANSMEM 354 377 Helical; Name=8. {ECO:0000255}.; TRANSMEM 382 405 Helical; Name=9. {ECO:0000255}.; TRANSMEM 514 536 Helical; Name=10. {ECO:0000255}.; TRANSMEM 546 571 Helical; Name=11. {ECO:0000255}.; TRANSMEM 606 623 Helical; Name=12. {ECO:0000255}.
Q9NPD5	SLCO1B3 LST2 OATP1B3 OATP8 SLC21A8	TRANSMEM 29 48 Helical; Name=1. {ECO:0000255}.; TRANSMEM 68 88 Helical; Name=2. {ECO:0000255}.; TRANSMEM 95 119 Helical; Name=3. {ECO:0000255}.; TRANSMEM 169 197 Helical; Name=4. {ECO:0000255}.; TRANSMEM 217 237 Helical; Name=5. {ECO:0000255}.; TRANSMEM 256 280 Helical; Name=6. {ECO:0000255}.; TRANSMEM 332 353 Helical; Name=7. {ECO:0000255}.; TRANSMEM 374 397 Helical; Name=8. {ECO:0000255}.; TRANSMEM 402 425 Helical; Name=9. {ECO:0000255}.; TRANSMEM 538 560 Helical; Name=10. {ECO:0000255}.; TRANSMEM 570 595 Helical; Name=11. {ECO:0000255}.; TRANSMEM 630 647 Helical; Name=12. {ECO:0000255}.
Q9NYB5	SLCO1C1 OATP14 OATP1C1 OATPF SLC21A14	TRANSMEM 44 63 Helical; Name=1. {ECO:0000255}.; TRANSMEM 83 103 Helical; Name=2. {ECO:0000255}.; TRANSMEM 110 134 Helical; Name=3. {ECO:0000255}.; TRANSMEM 185 213 Helical; Name=4. {ECO:0000255}.; TRANSMEM 233 253 Helical; Name=5. {ECO:0000255}.; TRANSMEM 272 296 Helical; Name=6. {ECO:0000255}.; TRANSMEM 349 370 Helical; Name=7. {ECO:0000255}.; TRANSMEM 391 414 Helical; Name=8. {ECO:0000255}.; TRANSMEM 419 442 Helical; Name=9. {ECO:0000255}.; TRANSMEM 555 577 Helical; Name=10. {ECO:0000255}.; TRANSMEM 587 612 Helical; Name=11. {ECO:0000255}.; TRANSMEM 647 664 Helical; Name=12. {ECO:0000255}.
Q3KNW5	SLC10A6 SOAT	TRANSMEM 30 50 Helical. {ECO:0000255}.; TRANSMEM 68 88 Helical. {ECO:0000255}.; TRANSMEM 98 118 Helical. {ECO:0000255}.; TRANSMEM 134 154 Helical. {ECO:0000255}.; TRANSMEM 160 180 Helical. {ECO:0000255}.; TRANSMEM 196 216 Helical. {ECO:0000255}.; TRANSMEM 227 247 Helical. {ECO:0000255}.; TRANSMEM 267 285 Helical. {ECO:0000255}.; TRANSMEM 291 311 Helical. {ECO:0000255}.
Q9NPE6	SPAG4 SUN4	TRANSMEM 135 155 Helical. {ECO:0000255}.; TRANSMEM 166 186 Helical. {ECO:0000255}.
Q9BWV2	SPATA9	TRANSMEM 143 165 Helical. {ECO:0000255}.
Q9NTJ5	SACM1L KIAA0851	TRANSMEM 56 76 Helical. {ECO:0000255}.; TRANSMEM 521 541 Helical. {ECO:0000255}.; TRANSMEM 549 569 Helical. {ECO:0000255}.
P67812	SEC11A SEC11L1 SPC18 SPCS4A	TRANSMEM 17 36 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q9BY50	SEC11C SEC11L3 SPC21 SPCS4C	TRANSMEM 29 48 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q9BRL7	SEC22C SEC22L3 UNQ459/PRO784	TRANSMEM 184 204 Helical. {ECO:0000255}.; TRANSMEM 224 244 Helical. {ECO:0000255}.; TRANSMEM 249 269 Helical. {ECO:0000255}.; TRANSMEM 271 291 Helical. {ECO:0000255}.
P13866	SLC5A1 NAGT SGLT1	TRANSMEM 29 49 Helical. {ECO:0000255}.; TRANSMEM 65 85 Helical. {ECO:0000255}.; TRANSMEM 106 126 Helical. {ECO:0000255}.; TRANSMEM 143 163 Helical. {ECO:0000255}.; TRANSMEM 179 201 Helical. {ECO:0000255}.; TRANSMEM 209 229 Helical. {ECO:0000255}.; TRANSMEM 278 298 Helical. {ECO:0000255}.; TRANSMEM 314 334 Helical. {ECO:0000255}.; TRANSMEM 381 401 Helical. {ECO:0000255}.; TRANSMEM 424 444 Helical. {ECO:0000255}.; TRANSMEM 456 476 Helical. {ECO:0000255}.; TRANSMEM 485 505 Helical. {ECO:0000255}.; TRANSMEM 644 664 Helical. {ECO:0000255}.
P31639	SLC5A2 SGLT2	TRANSMEM 26 44 Helical. {ECO:0000255}.; TRANSMEM 62 82 Helical. {ECO:0000255}.; TRANSMEM 103 123 Helical. {ECO:0000255}.; TRANSMEM 169 188 Helical. {ECO:0000255}.; TRANSMEM 206 226 Helical. {ECO:0000255}.; TRANSMEM 271 291 Helical. {ECO:0000255}.; TRANSMEM 315 334 Helical. {ECO:0000255}.; TRANSMEM 424 443 Helical. {ECO:0000255}.; TRANSMEM 456 476 Helical. {ECO:0000255}.; TRANSMEM 527 547 Helical. {ECO:0000255}.; TRANSMEM 651 671 Helical. {ECO:0000255}.
P53794	SLC5A3	TRANSMEM 10 29 Helical. {ECO:0000255}.; TRANSMEM 39 57 Helical. {ECO:0000255}.; TRANSMEM 87 110 Helical. {ECO:0000255}.; TRANSMEM 124 144 Helical. {ECO:0000255}.; TRANSMEM 158 183 Helical. {ECO:0000255}.; TRANSMEM 187 205 Helical. {ECO:0000255}.; TRANSMEM 304 324 Helical. {ECO:0000255}.; TRANSMEM 354 376 Helical. {ECO:0000255}.; TRANSMEM 407 430 Helical. {ECO:0000255}.; TRANSMEM 444 462 Helical. {ECO:0000255}.; TRANSMEM 511 532 Helical. {ECO:0000255}.; TRANSMEM 696 716 Helical. {ECO:0000255}.
Q9NY91	SLC5A4 SAAT1 SGLT3	TRANSMEM 29 47 Helical. {ECO:0000255}.; TRANSMEM 65 85 Helical. {ECO:0000255}.; TRANSMEM 106 126 Helical. {ECO:0000255}.; TRANSMEM 172 191 Helical. {ECO:0000255}.; TRANSMEM 209 229 Helical. {ECO:0000255}.; TRANSMEM 271 291 Helical. {ECO:0000255}.; TRANSMEM 315 334 Helical. {ECO:0000255}.; TRANSMEM 424 443 Helical. {ECO:0000255}.; TRANSMEM 456 476 Helical. {ECO:0000255}.; TRANSMEM 527 547 Helical. {ECO:0000255}.; TRANSMEM 638 658 Helical. {ECO:0000255}.
